trade_date,gross_return,rebalance_turnover,roll_turnover,active_products,transaction_cost,net_return,nav,drawdown
2021-05-19,-0.012106442879600252,0.0625,0.03125,32,4.0625e-05,-0.012147067879600253,1.0409017695186107,-0.04200297151695276
2021-05-20,-0.008005630580827691,0.09375,0.03125,32,5.625e-05,-0.008061880580827692,1.0325101437563795,-0.049726229157370794
2021-05-21,-0.007905440912620437,0.21875,0.0,32,0.000109375,-0.008014815912620437,1.0242347650262589,-0.05734249849726614
2021-05-24,-0.0028043177873667176,0.15625,0.03125,32,8.75e-05,-0.0028918177873667175,1.0212728647143166,-0.06006849222750643
2021-05-25,0.0014946407842771972,0.25,0.0,32,0.000125,0.001369640784277197,1.0226716416817048,-0.05878112370003419
2021-05-26,0.00168265734702093,0.1875,0.0,32,9.375e-05,0.0015889073470209299,1.024296572166763,-0.057285614112326244
2021-05-27,0.002243903961004129,0.125,0.0,32,6.25e-05,0.002181403961004129,1.0265309767665305,-0.055229173216855276
2021-05-28,0.0010900388006953934,0.0,0.0,32,0.0,0.0010900388006953934,1.0276499353613218,-0.05419933635789653
2021-05-31,0.0004031561116908215,0.09375,0.0,32,4.6875e-05,0.00035628111169082154,1.0280160676227212,-0.0538623654460163
2021-06-01,-0.003234891998507055,0.03125,0.0,32,1.5625e-05,-0.003250516998507055,1.0246744839201751,-0.05693780191006126
2021-06-02,-4.341642104349966e-05,0.0625,0.0,32,3.125e-05,-7.466642104349966e-05,1.0245979751437262,-0.0570082169892141
2021-06-03,-0.003641250979507786,0.15625,0.0,32,7.8125e-05,-0.003719375979507786,1.0207871100463244,-0.060515557975817535
2021-06-04,0.005641564951605133,0.0625,0.0,32,3.125e-05,0.005610314951605133,1.0265140472322232,-0.05524475436392884
2021-06-07,-0.0017564580502428505,0.15625,0.09375,32,0.00010625000000000001,-0.0018627080502428505,1.0246019512527564,-0.05700455756548417
2021-06-08,-0.00261492918840521,0.1875,0.0,32,9.375e-05,-0.00270867918840521,1.0218266332709987,-0.05955882969516757
2021-06-09,-0.0032236190420803154,0.125,0.03125,32,7.1875e-05,-0.0032954940420803153,1.018459209689015,-0.06265804796883423
2021-06-10,-0.002426894362749236,0.0625,0.0,32,3.125e-05,-0.002458144362749236,1.0159556899240278,-0.06496216980418812
2021-06-11,0.0020622523055261986,0.1875,0.0,32,9.375e-05,0.0019685023055261985,1.0179556010419557,-0.06312154567969352
2021-06-15,-0.002268812066302254,0.15625,0.0,32,7.8125e-05,-0.002346937066302254,1.0155665233100204,-0.06532034045075774
2021-06-16,0.0005030749345196935,0.125,0.0625,32,8.125e-05,0.00042182493451969346,1.015994914592216,-0.06492606926457156
2021-06-17,0.0030222743974433128,0.21875,0.03125,32,0.00011875,0.002903524397443313,1.0189448806144128,-0.06221105929326798
2021-06-18,-0.0005515090989410068,0.15625,0.03125,32,8.75e-05,-0.0006390090989410068,1.018293765564381,-0.06281031495926581
2021-06-21,-0.0028457236384454576,0.25,0.0,32,0.000125,-0.0029707236384454577,1.0152686962041373,-0.06559444651032342
2021-06-22,0.003833256331286821,0.0625,0.03125,32,4.0625e-05,0.003792631331286821,1.0191192360710357,-0.06205059073203023
2021-06-23,0.0020177510920799738,0.09375,0.0,32,4.6875e-05,0.0019708760920799737,1.021127793808387,-0.06020200866572345
2021-06-24,0.004200940424139203,0.0625,0.0,32,3.125e-05,0.004169690424139203,1.0253855805920522,-0.05628334198063156
2021-06-25,-0.0025353946533891968,0.0625,0.03125,32,4.0625e-05,-0.0025760196533891966,1.0227441671841453,-0.05871437463892015
2021-06-28,-0.007650680664215058,0.0625,0.0,32,3.125e-05,-0.007681930664215058,1.0148875174046064,-0.06594526554816627
2021-06-29,-0.0011620209631798724,0.0625,0.03125,32,4.0625e-05,-0.0012026459631798725,1.0136669670287182,-0.06706860270394366
2021-06-30,-0.003931299156891832,0.09375,0.0,32,4.6875e-05,-0.003978174156891832,1.0096344232967895,-0.07077996627881988
2021-07-01,-0.001841235896662196,0.09375,0.0625,32,6.5625e-05,-0.001906860896662196,1.0077091908950808,-0.07255185962551791
2021-07-02,-6.270079750026608e-05,0.125,0.0,32,6.25e-05,-0.00012520079750026608,1.0075830249007325,-0.07266797687233284
2021-07-05,0.00014233946550452556,0.15625,0.0,32,7.8125e-05,6.421446550452556e-05,1.0076477263061279,-0.07260842874212259
2021-07-06,-0.006674959699991691,0.15625,0.0,32,7.8125e-05,-0.006753084699991691,1.0008429958626286,-0.07887118257288539
2021-07-07,-0.005105910020838749,0.1875,0.0,32,9.375e-05,-0.005199660020838749,0.9956389525499052,-0.0836607392589036
